phase,track,target,lookback,asset,split,exclusion_category,count,note
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2D P2 stress interventions,crypto_hourly,target_stress_24h,168,,test,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2D P2 stress interventions,crypto_hourly,target_stress_24h,168,,train,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2D P2 stress interventions,crypto_hourly,target_stress_24h,168,,validation,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2D P2 stress interventions,crypto_hourly,target_stress_24h,168,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2D P2 stress interventions,crypto_hourly,target_stress_24h,168,,all,feature_imputation_cases,5098,"Audit count only; this is retained, not an exclusion."
Phase 2D P2 stress interventions,crypto_hourly,target_stress_24h,168,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2D P2 stress interventions,crypto_hourly,target_stress_24h,168,,all,future_target_horizon_tail,480,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2D P2 stress interventions,crypto_hourly,target_stress_24h,168,,test,intentional_sampling_cap,119900,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2D P2 stress interventions,crypto_hourly,target_stress_24h,168,,train,intentional_sampling_cap,948537,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2D P2 stress interventions,crypto_hourly,target_stress_24h,168,,validation,intentional_sampling_cap,119420,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2D P2 stress interventions,crypto_hourly,target_stress_24h,168,,test,lookback_warmup,3340,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2D P2 stress interventions,crypto_hourly,target_stress_24h,168,,train,lookback_warmup,3340,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2D P2 stress interventions,crypto_hourly,target_stress_24h,168,,validation,lookback_warmup,3340,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2D P2 stress interventions,crypto_hourly,target_stress_24h,168,,all,other_observed_target_unavailable,0,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2D P2 stress interventions,crypto_hourly,target_stress_24h,168,,all,purge_dates,48,Configured target-horizon purge before validation and test boundaries.
Phase 2D P2 stress interventions,crypto_hourly,target_stress_24h,168,,all,unassigned_purge_embargo_dates,50,Global date-level split gap across both boundaries.
Phase 2D P2 stress interventions,crypto_hourly,target_stress_24h,168,,all,unobserved_or_calendar_aligned_ohlcv,0,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2D P2 stress interventions,daily,target_stress_10d,60,,test,asset_segment_below_lookback,24,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2D P2 stress interventions,daily,target_stress_10d,60,,train,asset_segment_below_lookback,9743,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2D P2 stress interventions,daily,target_stress_10d,60,,validation,asset_segment_below_lookback,446,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2D P2 stress interventions,daily,target_stress_10d,60,,all,embargo_dates,2,Configured post-boundary embargo before validation and test segments.
Phase 2D P2 stress interventions,daily,target_stress_10d,60,,all,feature_imputation_cases,238221,"Audit count only; this is retained, not an exclusion."
Phase 2D P2 stress interventions,daily,target_stress_10d,60,,all,feature_missingness_removed,0,Features are train-only median-imputed; missing feature rows are not dropped.
Phase 2D P2 stress interventions,daily,target_stress_10d,60,,all,future_target_horizon_tail,800,At most the final target-horizon observed rows per asset cannot have a complete future label.
Phase 2D P2 stress interventions,daily,target_stress_10d,60,,test,intentional_sampling_cap,1692,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2D P2 stress interventions,daily,target_stress_10d,60,,train,intentional_sampling_cap,207552,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2D P2 stress interventions,daily,target_stress_10d,60,,validation,intentional_sampling_cap,1572,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2D P2 stress interventions,daily,target_stress_10d,60,,test,lookback_warmup,4248,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2D P2 stress interventions,daily,target_stress_10d,60,,train,lookback_warmup,4248,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2D P2 stress interventions,daily,target_stress_10d,60,,validation,lookback_warmup,4248,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2D P2 stress interventions,daily,target_stress_10d,60,,all,other_observed_target_unavailable,20687,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2D P2 stress interventions,daily,target_stress_10d,60,,all,purge_dates,20,Configured target-horizon purge before validation and test boundaries.
Phase 2D P2 stress interventions,daily,target_stress_10d,60,,all,unassigned_purge_embargo_dates,22,Global date-level split gap across both boundaries.
Phase 2D P2 stress interventions,daily,target_stress_10d,60,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2D P3 final daily stress,daily,target_stress_10d,60,,test,asset_segment_below_lookback,24,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2D P3 final daily stress,daily,target_stress_10d,60,,train,asset_segment_below_lookback,9743,Rows belong to assets excluded because at least one required segment is shorter than lookback.
